Time,Time Code,Country Name,Country Code,"Population, total [SP.POP.TOTL]",Population growth (annual %) [SP.POP.GROW],"GNI, Atlas method (current US$) [NY.GNP.ATLS.CD]","GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]","Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",GDP (current US$) [NY.GDP.MKTP.CD],GDP growth (annual %) [NY.GDP.MKTP.KD.ZG],"Inflation, GDP deflator (annual %) [NY.GDP.DEFL.KD.ZG]","Revenue, excluding grants (% of GDP) [GC.REV.XGRT.GD.ZS]",Military expenditure (% of GDP) [MS.MIL.XPND.GD.ZS],Total debt service (% of GNI) [DT.TDS.DECT.GN.ZS],"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",Tax revenue (% of GDP) [GC.TAX.TOTL.GD.ZS],Taxes on exports (% of tax revenue) [GC.TAX.EXPT.ZS],Taxes on goods and services (% of revenue) [GC.TAX.GSRV.RV.ZS],Taxes on goods and services (% value added of industry and services) [GC.TAX.GSRV.VA.ZS],"Taxes on income, profits and capital gains (% of revenue) [GC.TAX.YPKG.RV.ZS]","Taxes on income, profits and capital gains (% of total taxes) [GC.TAX.YPKG.ZS]",Taxes on international trade (% of revenue) [GC.TAX.INTT.RV.ZS]
2014,YR2014,New Zealand,NZL,4516500,1.66101200071152,187849228853.086,41590,81.4048780487805,200921936786.219,3.62559559537394,0.431898125555747,32.7422522068721,1.17834545485807,..,1.22750750597405,26.9060562019505,0,28.8527275697542,10.9074152431574,50.319982483872,61.4003053436052,2.78088654395903
2014,YR2014,Northern Mariana Islands,MNP,55305,0.94651398349406,..,..,..,845000000,3.78590078328982,4.1145908732648,..,..,..,..,..,..,..,..,..,..,..
2014,YR2014,Norway,NOR,5137232,1.12773667734928,537139521511.932,104560,82.1,498410050251.256,1.9695443007939,0.290603973053521,45.8971145696625,1.47203877720871,..,2.0417028670721,23.5682851642918,0.0278289626551532,24.6436120507436,12.9318724491162,25.7017244411342,50.3466462047239,0.219718834372963
2014,YR2014,Oman,OMN,4027260,6.73901768949687,76568080520.388,19010,76.634,80686854742.6073,1.4585557818867,1.23641416486851,..,10.1359223300971,..,1.02234314452965,..,..,..,..,..,..,..
2014,YR2014,Palau,PLW,17626,0.113533163875426,249444874.460087,14150,..,241669800,6.29384737719678,2.82334534473883,24.6154546410019,..,..,4.19174548581256,19.4562924287602,0,24.1694284557372,12.4189038546376,7.64564340693538,17.3346277049909,10.8391764281815
2014,YR2014,Panama,PAN,3901315,1.70302970068688,43640284166.1271,11190,77.583,49921500000,5.06674321802785,4.19755131938456,13.6298628462326,0,..,2.62652699929154,10.2600262629328,0,36.0844922417652,5.31489360820244,29.8920654132016,39.9948850894854,5.56512747908416
2014,YR2014,Poland,POL,38011735,-0.0748462292920506,515343641399.251,13560,77.6024390243903,542477096211.761,3.37857807264132,0.521872269712276,32.2577843954457,1.896864039804,..,0.0538213132400467,15.6175273660565,0,35.5760246111751,13.3799491872204,12.1064967371932,25.0057997261033,0
2014,YR2014,Portugal,PRT,10401062,-0.539190466792077,220418301201.296,21190,81.1219512195122,229596170846.995,0.792190301875365,0.704596369328669,38.2738430005518,1.7905112782133,..,-0.278153367467421,22.647399066455,0,30.4191519249227,13.958812494347,25.2363972109435,43.5961631101731,0
2014,YR2014,Puerto Rico,PRI,3534874,-1.6331283312239,68166124319.9671,19280,79.2024634146342,102445800000,-1.19036345385329,1.20055485938147,..,..,..,..,..,..,..,..,..,..,..
2014,YR2014,Qatar,QAT,2459198,5.11495265692046,198914989300.91,80890,79.646,206224598564.624,5.33432329930233,-1.4827510792864,..,..,..,3.34972085659527,..,..,..,..,..,..,..
2014,YR2014,Romania,ROU,19908979,-0.374575497762261,193056534463.938,9700,74.909756097561,199959363430.073,3.60872365319838,1.796958453768,31.5557965244043,1.34824087284571,..,1.06830987684293,17.9175154870682,0,37.7620541105302,14.2307369952762,18.2197639336319,32.0881075184405,0.00042587341906323
2014,YR2014,San Marino,SMR,32948,1.20610307728222,..,..,..,1673973694.69908,-0.702370500438988,0.388644528758022,43.6972721452381,..,..,1.11296303373859,18.3455831253968,0,21.758255139083,..,17.1634395636763,40.8815290567087,0.512280437616114
2014,YR2014,Saudi Arabia,SAU,30916994,2.83595492165375,789987737537.211,25550,74.533,756350347320.381,3.65248170123174,-2.26999804865699,36.672282139621,10.6779100633935,..,2.23629031536967,2.77137882035696,0,2.96700158920762,1.11360408022922,1.33876080262195,17.7151580688251,1.87676478477437
2014,YR2014,Seychelles,SYC,91359,1.55539570911507,1219410960.2642,13350,73.2292682926829,1343007845.04468,4.50478524378195,2.28992550403942,34.1024458241349,2.30151121067122,..,1.38583454581262,30.0824727432291,0,48.6931038902689,20.7626652624941,30.072551122557,34.6423528157208,6.4236995796876
2014,YR2014,Singapore,SGP,5469724,1.29844017799226,308396902808.149,56380,82.4951219512195,314851156183.411,3.93800272866056,-0.269632863808312,18.0208994708332,3.08025905904902,..,1.02514803039394,13.5565571344028,0,23.5744290205024,4.49492853268905,33.2625810220603,44.2163613368933,0
2014,YR2014,Sint Maarten (Dutch part),SXM,37685,2.90226583447676,1080265306.16265,28670,77.0682926829268,1245251396.64804,1.5803846377317,19.8427790023252,..,..,..,1.8867546627522,..,..,..,..,..,..,..
2014,YR2014,Slovak Republic,SVK,5418649,0.0970454215834878,99237946962.5817,18310,76.8121951219512,101189715749.374,2.64158974610042,-0.190529496264659,38.0482817320654,0.988332043660777,..,-0.0761653295419824,17.4551528580795,0,28.8028628348232,12.5887744060476,17.0733677407225,37.2160766047648,1.3783907205634E-05
2014,YR2014,Slovenia,SVN,2061980,0.0983519219451147,48673696639.6577,23610,81.0780487804878,49930685013.4603,2.76815883065036,0.456031615681681,39.7412923298783,0.973739588196785,..,0.199343826570849,18.168817949332,0,36.7419492745358,17.2954336642907,8.75868543897798,19.1581796584995,0
2014,YR2014,Spain,ESP,46480882,-0.298951059088036,1353952700479.99,29130,83.2292682926829,1369398844599.58,1.38390794267029,-0.223368485312221,..,1.25445910412941,..,-0.150870313497969,..,..,..,..,..,..,..
2014,YR2014,St. Kitts and Nevis,KNA,50776,0.886221973644041,837491732.228106,16490,..,916566666.666667,6.28480423542324,2.69053565635309,35.9307884092406,..,..,0.247865392364824,19.1895681549098,0,24.8390563537526,10.7598226432662,9.85590717959954,19.8909221082777,13.1196460804875
2014,YR2014,St. Martin (French part),MAF,36015,-1.20882412532583,..,..,79.1731707317073,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2014,YR2014,Sweden,SWE,9696110,0.992219728591882,599863549334.546,61870,82.2536585365854,581964017237.095,2.65779827531642,1.74453129158347,31.8793657472456,1.12977603928293,..,-0.17963849411465,26.5148908140545,0,38.3267041387338,14.1046330900973,14.0849377229183,17.0991283386293,0
2014,YR2014,Switzerland,CHE,8188649,1.22010397343287,708776894186.436,86560,83.1975609756098,709182559935.301,2.44921805580964,-0.625407718309816,17.5497018140992,0.650436035326095,..,-0.0132291602454955,9.30972660662521,0,31.2667032553784,5.73448570288544,20.6824138051206,39.1095971882398,0.934101617446769
2014,YR2014,Trinidad and Tobago,TTO,1362342,0.636369331864271,25287696787.9534,18560,72.768,27615843098.0949,-0.912544968808234,1.67509918708294,35.0289023219602,0.687407798579289,..,5.68441814595665,26.7166950953344,0,11.881227946252,4.26412501154948,48.4838928193882,63.7229151598973,4.60423528503137
2014,YR2014,Turks and Caicos Islands,TCA,35369,1.82030703786557,823313692.305818,23280,..,841070000,8.71129580824214,2.57677972516825,..,..,..,..,..,..,..,..,..,..,..
2014,YR2014,United Arab Emirates,ARE,9214175,0.176677483630174,408498689468.092,44330,77.095,403137100068.074,4.2843036857948,-0.905520847120485,3.0093695937545,5.64365135247024,..,2.34626865671643,0.355723150336942,0,8.26964020149239,0.347285869040864,0,0,0.255427820564014
2014,YR2014,United Kingdom,GBR,64602298,0.736463978721671,2865519515280.57,44360,81.3048780487805,3063803240208.01,2.60747590068877,1.82584250792881,34.1779969967196,1.94880699671148,..,1.45112016293279,24.8911364559143,0,34.3838821626545,13.2882623181633,32.7969095962689,45.0636942675159,0
2014,YR2014,United States,USA,318301008,0.727517695817155,17781409349033.6,55860,78.8414634146341,17527163695000,2.52597345040711,1.8498274668072,18.9428464169998,3.69589111827138,..,1.62222297740821,10.9478500537277,0,2.97866769615442,0.593260247603613,53.1051617285157,91.9177896149751,1.12496648112884
2014,YR2014,Uruguay,URY,3400434,0.323864956249053,53821654200.1714,15830,77.244,57236013087.7063,3.2387912285196,9.37224637054759,30.85086965759,1.80742945604435,..,8.87735333229828,18.5611385377574,0,33.4605116921096,12.3189916933028,17.580700722629,29.2212627678852,3.6949288309547
2014,YR2014,Virgin Islands (U.S.),VIR,107882,-0.147274749553357,..,..,78.8682926829268,3622000000,-0.86621751684325,-2.88015567014021,..,..,..,..,..,..,..,..,..,..,..
2015,YR2015,Andorra,AND,78011,-1.52905843773571,..,..,..,2789870187.50693,1.43414039522716,0.660588959137868,..,..,..,..,..,..,..,..,..,..,..
2015,YR2015,Antigua and Barbuda,ATG,93566,1.07883793719549,1202388805.2111,12850,76.483,1336692592.59259,3.82529309880827,3.01750370241558,..,..,..,0.968993458825599,..,..,..,..,..,..,..
2015,YR2015,Aruba,ABW,104341,0.544892394001668,2738452724.13947,26250,75.725,2919553072.6257,5.70000087589398,-0.117543329334765,..,..,..,0.474763597342612,..,..,..,..,..,..,..
2015,YR2015,Australia,AUS,23815995,1.43921665259925,1440831947977.33,60500,82.4,1351693984524.5,2.19264742646037,-0.549659411148838,24.5021392945099,1.9506009865907,..,1.50836672165921,21.865491896164,0.00337812159548683,21.3237157373142,5.75300998895982,64.8823935269397,72.799927933406,2.73373894499153
2015,YR2015,Austria,AUT,8642699,1.12099250236958,410097061082.222,47450,81.190243902439,381817565893.574,1.01450158590511,2.30097866680524,45.1229783155468,0.698138152053235,..,0.896565315628228,26.8261674155428,0,26.3490209503863,13.5956688637002,28.7077989931565,48.6221423077056,0
2015,YR2015,"Bahamas, The",BHS,374206,0.959409323851355,10628394288.9061,28400,73.088,11710800000,0.230478123547655,5.15021448598638,14.7857578232059,..,..,-30.2431602281729,12.8389516350719,0.632729294155213,52.0633142495625,8.6829471701093,0,0,28.2604840100903
2015,YR2015,Bahrain,BHR,1371851,2.6424711559791,30981591728.3138,22580,76.762,31050638297.8723,2.48537855758804,-9.2551569152308,..,4.63287736546327,..,1.8486274237498,..,..,..,..,..,..,..
2015,YR2015,Barbados,BRB,285324,0.175042007408615,4490614013.41189,15740,78.801,4715000000,2.44870196122888,-2.00567851335853,26.71413504772,..,..,-1.11278992510961,25.3918081442206,0,48.3565263212477,..,29.661037364218,31.4301017869714,9.15021772465383
2015,YR2015,Belgium,BEL,11274196,0.579446241677791,513436078693.143,45540,80.9926829268293,462149679343.822,2.04145900919961,1.33038612835179,40.4201425769148,0.921667505467612,..,0.561429152790106,24.3545378057285,0,24.8461573066696,11.3310259952117,34.6807838104686,57.7315818878916,0
2015,YR2015,Bermuda,BMU,65237,0.151985016426637,6596440014.57268,101120,81.0121951219512,6654541000,0.775529699568978,2.95202006984243,..,..,..,..,..,..,..,..,..,..,..
2015,YR2015,British Virgin Islands,VGB,29152,0.560707339226674,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2015,YR2015,Brunei Darussalam,BRN,414907,1.24608124452682,16120516071.7818,38850,75.318,12930394937.8137,-0.392383749502031,-17.6128031341262,..,3.27929046083748,..,-0.488347420743486,..,..,..,..,..,..,..
2015,YR2015,Canada,CAN,35702908,0.746339477969813,1698274514667.58,47570,81.9,1556129524418.21,0.659176863558869,-0.876717544815605,17.8509094964837,1.15012649687129,..,1.12524136094279,12.3898109063213,..,..,..,54.0111395589094,78.0140463562195,1.45111844764857
2015,YR2015,Cayman Islands,CYM,61724,1.42938830230545,2738988852.58138,44370,..,4708336756.08849,2.83312242670048,0.341901493935652,..,..,..,-2.34752770165614,..,..,..,..,..,..,..
2015,YR2015,Channel Islands,CHI,165385,0.780009114281763,..,..,82.429,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2015,YR2015,Chile,CHL,17969353,1.17775747141868,253957551726.205,14130,79.646,243919085308.936,2.30376703612392,4.95353806357836,21.0190646617364,1.89848726591422,..,4.3487735321705,17.443761832853,0,48.5301801779467,11.6395003999641,29.8299639891895,35.9566933143989,0.964231376559417
2015,YR2015,Croatia,HRV,4203604,-0.824099163913538,54510226952.1612,12970,77.2756097560976,49525747503.8149,2.43188857335539,0.0834905482963535,38.313018096102,1.78348380353701,..,-0.464499004645002,20.8456467880009,0,47.6228159401943,22.8582990983915,6.76873856557622,12.440525630511,0.0172290312580856
2015,YR2015,Curacao,CUW,157980,1.31959390251523,3099791550.32456,19620,78.0756097560976,3151910782.1229,0.278694930595208,-0.482998502284843,..,..,..,-0.476542049801981,..,..,..,..,..,..,..
2015,YR2015,Cyprus,CYP,1160985,0.752185522592108,22024989999.2263,25960,80.35,19842404304.8929,3.21856901005827,-0.595868992889848,38.2935344461481,1.65850037819149,..,-2.09699769053118,24.1283263957382,0,34.5584370071842,15.4489547721682,23.2098008293908,36.8357627864939,0.0569476082004556
2015,YR2015,Czech Republic,CZE,10546059,0.196588748472653,193691702088.479,18370,78.5780487804878,188033050459.881,5.38838083815307,0.992276160290274,31.3054414147341,0.95267770475673,..,0.309364548494974,14.7695604553833,0,30.3239632552545,11.2561553984755,14.9019914676017,32.897995749091,0
2015,YR2015,Denmark,DNK,5683483,0.706423849687002,343918872261.838,60510,80.7024390243902,302673070846.857,2.34259110757047,0.433060802052097,39.4978536518047,1.11144613220871,..,0.452034153691623,33.9216190603815,0,35.9708920736476,16.5550227828688,45.2838868257167,52.7279175986044,0.0389150049047826
2015,YR2015,Estonia,EST,1315407,0.0655525295417938,24576410252.6187,18680,77.590243902439,23048864242.6072,1.84488667705067,1.11874188242909,35.3778459129597,2.01133517663246,..,-0.492326006547338,21.5133949870117,0,37.1442095707431,16.4119215303193,20.8373751783167,35.9379193730206,0
2015,YR2015,Faroe Islands,FRO,48051,0.1895616694955,..,..,81.8439024390244,2518096285.61661,..,..,..,..,..,..,..,..,..,..,..,..,..
2015,YR2015,Finland,FIN,5479531,0.329383885818507,258353238034.17,47150,81.4804878048781,234440080998.273,0.543659211765487,1.61674649704926,37.3739858551931,1.45985749123609,..,-0.207928839905218,20.4707051115264,0,37.8680632440569,17.1175527876965,15.1765832783908,28.1937511554816,0
2015,YR2015,France,FRA,66548272,0.355569240058298,2735457494221.58,41100,82.3219512195122,2438207896251.84,1.1129123405747,1.13824878533235,44.2874739814559,1.87225828127684,..,0.0375143805125363,23.197715462657,0,22.2768402781344,11.225427201686,25.4882244795251,48.6603553823046,-0.0123250105276132
2015,YR2015,French Polynesia,PYF,273124,0.52089856029638,..,..,76.787,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2015,YR2015,Germany,DEU,81686611,0.865702643950251,3742247600200.42,45810,80.6414634146341,3356235704119.75,1.49193152760772,1.85367882408802,28.506004269409,1.10165771747847,..,0.51442053951781,11.4787289586211,0,23.1791028802701,7.45648391515196,16.7949586929979,42.0146415750489,0
2015,YR2015,Gibraltar,GIB,33736,0.0326114350439057,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2015,YR2015,Greece,GRC,10820883,-0.658861360878339,217932166852.209,20140,81.0365853658537,196591353872.132,-0.437833825754794,-0.346258363235734,45.8438190637399,2.45094228552938,..,-1.7360367959808,24.7565197998339,0,31.4230513647215,17.0365882533034,17.9493490192218,33.2383838844199,0
2015,YR2015,Greenland,GRL,56114,-0.322038549275343,..,..,71.2463414634146,2499115623.00272,-2.52931802394474,8.14438057205848,..,..,..,..,..,..,..,..,..,..,..
2015,YR2015,Guam,GUM,161853,0.518477695295947,..,..,79.144,5710000000,0.464666021297205,2.62893259562813,..,..,..,..,..,..,..,..,..,..,..
2015,YR2015,"Hong Kong SAR, China",HKG,7291300,0.851197911086988,300223319624.032,41180,84.2780487804878,309383627028.561,2.38779246272878,3.64355627094571,..,..,..,2.99539170506913,..,..,..,..,..,..,..
2015,YR2015,Hungary,HUN,9843028,-0.237855001984657,130457344523.704,13250,75.5682926829269,125074286021.14,3.81942837927696,2.77874306345778,40.2533363112384,0.920159794783929,..,-0.0616446800641176,23.2536829606787,0,36.4080129305554,19.6247774029065,15.1792835641058,28.3067330099215,0
2015,YR2015,Iceland,ISL,330815,1.04194038662969,16592363564.6215,50160,82.4682926829268,17389101639.0017,4.74898497215104,5.61290899328992,29.8263104047254,0,..,1.63305558181333,22.8557944244337,0,36.8826364519037,13.1244528876162,30.5781605873404,40.1487697882891,0.726322104212361
2015,YR2015,Ireland,IRL,4701957,0.944845307474728,236750767986.321,50350,81.4536585365854,291499812214.551,25.1625331003403,7.78956108228984,26.0033672734873,0.342041741695146,..,-0.289879079012739,18.7803854531162,0,31.0919839259736,8.77590238965689,38.9190917054586,53.887468821874,0
2015,YR2015,Isle of Man,IMN,83234,-0.304699075724299,6990841850.72615,83990,..,7085288006.11154,-0.385798408302321,-0.627110745947576,..,..,..,..,..,..,..,..,..,..,..
2015,YR2015,Israel,ISR,8380100,1.98128897562083,302237813888.776,36070,82.0512195121951,299813121135.458,2.29009213261608,2.85823828830296,32.2920185475993,5.49696938958908,..,-0.632490013315584,23.3425102089215,0,34.8284204425541,13.3563133472438,29.8235695467222,43.3000602156225,0.726706269997307
2015,YR2015,Italy,ITA,60730582,-0.0963761331392095,2002706187959.01,32980,82.5439024390244,1835899237320.04,0.778304350716581,0.931863574759717,39.7727375698868,1.21061949945203,..,0.0387903996579552,24.739527170909,0,23.9112812766403,10.9967796118201,32.70388705263,53.395258432289,0
2015,YR2015,Japan,JPN,127141000,-0.106124993746747,4937689540395.42,38840,83.7939024390244,4389475622588.97,1.2229210410615,2.14539677860029,..,0.959251330366382,..,0.789517890139427,..,..,..,..,..,..,..
2015,YR2015,"Korea, Rep.",KOR,51014947,0.527288497407793,1465056826482.13,28720,82.0243902439024,1465773245547.15,2.80910326824133,3.18559596664953,24.8139902551051,2.49498136452362,..,0.706208169859214,13.1581443398916,0,21.2460311401207,5.93895553153303,26.1989370967282,49.9392170035553,2.04789718590996
2015,YR2015,Kuwait,KWT,3835591,3.84420907638658,160401037548.038,41820,75.13,114567298105.683,0.593019617221231,-25.9584189407846,..,5.00756817155992,..,3.27170166092134,..,..,..,..,..,..,..
2015,YR2015,Latvia,LVA,1977527,-0.818626340945853,29858158570.6051,15100,74.4804878048781,27239653843.5022,4.00687403269866,0.00322267721305991,39.8055478768671,1.04809458952932,..,0.174242243625214,22.3801218726788,0,43.3170446453105,21.767413458502,9.24678229137191,17.5353164691633,0.0301940651189888
2015,YR2015,Liechtenstein,LIE,37470,0.661376301266921,..,..,82.6560975609756,6268391521.19701,..,..,..,..,..,..,..,..,..,..,..,..,..
2015,YR2015,Lithuania,LTU,2904910,-0.940753796646208,44115751207.1224,15190,74.3219512195122,41418872976.1196,2.02458395469182,0.0636827914669311,31.3760797830047,1.13506722058469,..,-0.884097405500613,16.6948626853888,0,33.7121798770391,12.9796349569535,16.1650157464668,32.2925643479604,0
2015,YR2015,Luxembourg,LUX,569604,2.35995118136865,41281223686.1167,72470,82.2926829268293,57744457954.7297,4.30643149305372,0.184035944079412,40.8572647139174,0.482755919770231,..,0.4747431614378,24.1496914827481,0,26.5931137447988,12.051880746402,30.1091424135152,50.9396653276847,0
2015,YR2015,"Macao SAR, China",MAC,602085,1.99236142107056,38744590536.9728,64350,83.707,45361678146.5247,-21.5945315945316,4.50248938437328,31.5334233226665,..,..,4.55920288123163,28.9486514591194,0,83.6680441021506,26.8153756198811,6.96523075852298,7.58714340661878,0
2015,YR2015,Malta,MLT,445053,2.38639536345808,11229198533.6179,25230,81.8975609756097,11091434435.2345,9.6081323482308,4.22011821696327,36.7669268466229,0.483592664456357,..,1.1005482637893,24.3383576689848,0,33.503297389758,13.9987412900589,32.2838386138638,48.7698286296745,0
2015,YR2015,Mauritius,MUS,1262605,0.132433082605329,13505307610.0799,10700,74.3531707317073,11692287066.381,3.55307173003958,0.960795672969496,11.4616668252446,0.146135698828719,..,1.28654970760235,8.99395695949919,0,54.0049062426237,7.4213466962903,19.2143216774114,25.112571068964,1.09998925123711
2015,YR2015,Monaco,MCO,37718,1.05544689788934,..,..,..,6261622101.40908,4.89999916940167,1.10275640955717,..,..,..,..,..,..,..,..,..,..,..
2015,YR2015,Nauru,NRU,12475,5.11456415402191,142028150.489438,11390,..,86779266.1619103,3.7037037037037,-11.7763157894737,84.2107689549377,..,..,..,16.6040775071908,0,1.7761404142965,1.72170831103295,6.50058252463877,38.0715029623388,8.79794451264733
2015,YR2015,Netherlands,NLD,16939923,0.443220089035769,843849525817.563,49810,81.509756097561,765264949780.999,1.95916972105708,0.772727976651382,37.8046341491693,1.13271150479415,..,0.600248147278775,21.1606242246467,0,26.115841392135,11.2778497611411,26.7353201781239,48.1501267036504,0
2015,YR2015,New Caledonia,NCL,272400,1.60980440018105,..,..,77.2804878048781,..,..,..,..,..,..,0.570508141048026,..,..,..,..,..,..,..
2015,YR2015,New Zealand,NZL,4609400,2.0360339086492,186778845549.919,40520,81.4568292682927,177467529071.288,3.61896790314071,1.40296823260306,32.8520182015372,1.15133916031922,..,0.292704628136101,27.5100595715251,0,29.0318321433036,10.9894262069339,51.5551333809791,61.741412138777,2.91447959137911
2015,YR2015,Northern Mariana Islands,MNP,55780,0.855206184512539,..,..,..,931000000,3.52201257861635,6.42906957515798,..,..,..,..,..,..,..,..,..,..,..
2015,YR2015,Norway,NOR,5188607,0.995084736958414,483115370735.188,93110,82.3048780487805,385801550067.169,1.96712843821408,-2.85486501270054,45.5596740516745,1.50727958117337,..,2.17113665389528,22.2235507693574,0.0257444186678854,25.9500455762848,13.5490498013605,22.2491104705795,45.7168808178047,0.228479722952499
2015,YR2015,Oman,OMN,4267348,5.79063130319248,74449484951.2425,17450,76.887,68399663321.9259,4.63037451650305,-18.9797838206339,..,10.9309609615276,..,0.0652901330286481,..,..,..,..,..,..,..
2015,YR2015,Palau,PLW,17665,0.221019613363971,280229279.684867,15860,..,280457700,7.53906979437191,7.91422842241769,25.3773289285554,..,..,0.94904064369715,20.1648148845479,0,26.9513392345339,12.9704092815517,7.95975819038103,16.1666923786465,12.5596837934188
2015,YR2015,Panama,PAN,3968487,1.70712379559754,48416757232.2004,12200,77.776,54091700000,5.7327636321358,2.47865590230995,13.2112911627518,0,..,0.137492058461537,10.1016247983535,0,36.2472384887855,5.19471524910769,31.2311611685789,41.3781306491407,5.39645017066561
2015,YR2015,Poland,POL,37986412,-0.0666411009657168,505435610309.114,13310,77.4512195121951,477811911394.084,4.23632630608085,0.974028777668138,32.6227241837265,2.13845668437553,..,-0.874125874125849,15.6868645592279,0,35.2516917932413,13.3179832542253,12.1484727483518,25.2642122475561,0
2015,YR2015,Portugal,PRT,10358076,-0.414141101993213,211757911950.697,20440,81.1243902439025,199313894327.486,1.79204604555983,2.01996442826523,37.7497571004247,1.7879744113674,..,0.487938623904736,22.7887191054273,0,31.6168259846732,14.3423824609615,25.2793192746128,42.769456326312,0
2015,YR2015,Puerto Rico,PRI,3473232,-1.75920825815177,67441254456.8169,19420,79.353487804878,103375500000,-1.04944365110551,1.97770278824407,..,..,..,..,..,..,..,..,..,..,..
2015,YR2015,Qatar,QAT,2565710,4.23999629094713,188422926733.892,73440,79.758,161739955577.748,4.75334572116411,-25.1298074908368,..,..,..,1.81407723937759,..,..,..,..,..,..,..
2015,YR2015,Romania,ROU,19815616,-0.470052227864654,190181948498.772,9600,74.9121951219512,177729210874.504,2.95367403735953,3.25534815965634,32.876242450275,1.45062825942291,..,-0.594156437495137,18.9351507781876,0,38.3004394678534,15.0542777139445,18.7927836011754,32.6290567857275,0.00111084621701321
2015,YR2015,San Marino,SMR,33272,0.978564136160819,..,..,..,1419394771.21029,2.4573279979885,-0.903343590030261,43.0493286832074,..,..,0.145686073241013,17.8902228816041,0,21.863362899774,..,16.730103663117,40.2577282737149,0.517215751911618
2015,YR2015,Saudi Arabia,SAU,31717667,2.55678438864176,752172439563.774,23710,74.651,654269902888.715,4.10640886893449,-16.9085254147247,24.9721202129723,13.3256723349734,..,1.20607322150117,3.33440372294042,0,5.14220801901112,1.3208279742853,2.38259228913618,17.8437843784378,3.52117043744512
2015,YR2015,Seychelles,SYC,93419,2.22979505321923,1309604877.61422,14020,74.2951219512195,1377495054.04127,4.93738561888499,2.08971006196927,33.9568982311909,1.31438194141123,..,4.04194410725623,29.5985833970099,0,43.9159820828543,18.4558608614258,28.8431071731586,33.7350604550772,5.21036220804863
2015,YR2015,Singapore,SGP,5535002,1.18637693749822,294239182789.061,53160,82.7439024390244,308004146057.608,2.98852067557713,3.0602241545826,17.9971098900658,3.08585019479824,..,-0.522618167075314,13.1397745298612,0,23.169443507677,4.42473928673009,32.6510313262308,44.7210260318191,0
2015,YR2015,Sint Maarten (Dutch part),SXM,38825,2.98022317393175,1147588806.3326,29560,77.219512195122,1253072625.69832,0.400000000000006,0.227175640193806,..,..,..,0.330027165141339,..,..,..,..,..,..,..
2015,YR2015,Slovak Republic,SVK,5423801,0.0950338786482762,95851498574.3721,17670,76.5634146341463,88467555243.7256,4.81489967027436,-0.218344616327087,40.8098898444486,1.12335070571823,..,-0.325219777427739,18.1892767842327,0,27.5447972548199,12.8659129418428,17.0259104713828,38.1997337816575,6.45100744000832E-05
2015,YR2015,Slovenia,SVN,2063531,0.075190689011533,45917838687.3195,22250,80.7756097560976,43090173394.6913,2.21008160650594,1.00504348534045,40.7166658245961,0.930119531623913,..,-0.525552285820838,18.4938830799173,0,35.5736401276905,17.1691957053976,9.66174657858972,21.2715796364887,0
2015,YR2015,Spain,ESP,46444832,-0.077588861590047,1320407329196.88,28430,82.8317073170732,1195119269971.52,3.83517266033846,0.545556009835707,..,1.27082378270029,..,-0.500461321406559,..,..,..,..,..,..,..
2015,YR2015,St. Kitts and Nevis,KNA,51204,0.839385198969423,840370703.672746,16410,..,923155555.555555,1.03370422492432,-0.311616729064269,35.570827917128,..,..,-2.30187563045606,20.3597162710831,0,23.0263088074543,9.73099278820279,13.4833964787163,25.0359627170079,15.2005263884025
2015,YR2015,St. Martin (French part),MAF,35858,-0.436882416809079,..,..,79.3219512195122,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2015,YR2015,Sweden,SWE,9799186,1.05745468551674,572426384655.005,58420,82.2048780487805,505103781349.757,4.48928158790491,2.12118024509547,32.4251549711652,1.06957913833417,..,-0.0467847449832651,27.1368417099522,0,37.7556343831739,14.1390419680728,15.874090795084,19.1595951068929,0
2015,YR2015,Switzerland,CHE,8282396,1.13833715247736,709548952958.084,85670,82.8975609756098,679832292004.984,1.3333691753042,-0.626321548608885,18.1173899758068,0.665028169315469,..,-1.14390064437645,9.75699113702263,0,30.2333069888942,5.7137266870801,22.5754961081412,42.0425077345738,0.888032140925732
2015,YR2015,Trinidad and Tobago,TTO,1370328,0.584484971473061,26010410327.8177,18980,72.941,25062893969.3292,1.82318469697719,-11.3103698981568,38.4077189070554,0.804522189626116,..,4.66121598098263,26.4634209668529,0,14.4818702150396,5.79587218968191,36.6432613281676,53.2622032668134,4.90259703293826
2015,YR2015,Turks and Caicos Islands,TCA,35981,1.71552910842607,918533171.713235,25530,..,942070000,11.3148293929929,0.623172650415867,..,..,..,..,..,..,..,..,..,..,..
2015,YR2015,United Arab Emirates,ARE,9262900,0.527411540470438,397053277786.665,42860,77.285,358135057862.492,5.10593698394698,-15.4785730266768,3.53040660735708,..,..,4.06996608361598,0.0577340241915802,0,0.982608882931981,0.0483218852457645,0,0,0.200158092270431
